TRANSACTION_ID,ACCOUNT_ID,TRANSACTION_DATE,TRANSACTION_TYPE,TRANSACTION_AMOUNT,CHANNEL,MERCHANT_CATEGORY,DESCRIPTION,POST_DATE,CURRENCY_CODE
H000002681,A00000415,14NOV2023,CHG,12.00,WIRE,5411,CHG ATM REF392295,15NOV2023,USD
H000002682,A00000415,14NOV2023,PMT,1769.67,ONLINE,7011,PMT ACH REF680524,14NOV2023,USD
H000002683,A00000416,14NOV2023,DEP,5.77,ONLINE,5912,DEP ATM REF422292,14NOV2023,USD
H000002684,A00000416,14NOV2023,WDR,67.64,ACH,5912,WDR ATM REF656441,15NOV2023,USD
H000002685,A00000418,14NOV2023,TRF,-68.01,ATM,5912,TRF ACH REF282610,14NOV2023,USD
H000002686,A00000422,14NOV2023,DEP,76.25,POS,4900,DEP POS REF367151,15NOV2023,USD
H000002687,A00000425,14NOV2023,INT,60.39,ACH,5812,INT BRANCH REF809742,14NOV2023,USD
H000002688,A00000428,14NOV2023,DEP,152.41,WIRE,5912,DEP BRANCH REF690485,14NOV2023,USD
H000002689,A00000429,14NOV2023,INT,148.47,WIRE,7011,INT WIRE REF449749,14NOV2023,USD
H000002690,A00000434,14NOV2023,DEP,4.10,ONLINE,5541,DEP BRANCH REF323741,14NOV2023,USD
H000002691,A00000435,14NOV2023,PMT,1288.36,ACH,0000,PMT ACH REF636254,14NOV2023,USD
H000002692,A00000435,14NOV2023,FEE,35.00,MOBILE,5541,FEE ACH REF164237,14NOV2023,USD
H000002693,A00000436,14NOV2023,DEP,4.46,POS,0000,DEP WIRE REF659984,14NOV2023,USD
H000002694,A00000437,14NOV2023,REF,865.28,BRANCH,0000,REF ATM REF907634,14NOV2023,USD
H000002695,A00000438,14NOV2023,PMT,719.39,BRANCH,6011,PMT POS REF477031,15NOV2023,USD
H000002696,A00000440,14NOV2023,DEP,31.05,WIRE,5541,DEP ONLINE REF157900,15NOV2023,USD
H000002697,A00000443,14NOV2023,CHG,12.00,POS,5541,CHG BRANCH REF806770,14NOV2023,USD
H000002698,A00000443,14NOV2023,FEE,9.95,ATM,7011,FEE WIRE REF151501,14NOV2023,USD
H000002699,A00000444,14NOV2023,WDR,9.46,ACH,5541,WDR MOBILE REF196306,14NOV2023,USD
H000002700,A00000449,14NOV2023,WDR,179.51,ONLINE,5411,WDR ONLINE REF972364,15NOV2023,USD
H000002701,A00000451,14NOV2023,WDR,18.89,WIRE,5541,WDR MOBILE REF322165,15NOV2023,USD
H000002702,A00000451,14NOV2023,DEP,86.32,ACH,5411,DEP ACH REF530264,14NOV2023,USD
H000002703,A00000452,14NOV2023,CHG,9.95,MOBILE,5541,CHG POS REF278420,15NOV2023,USD
H000002704,A00000462,14NOV2023,DEP,6.63,MOBILE,5541,DEP POS REF632909,14NOV2023,USD
H000002705,A00000463,14NOV2023,CHG,12.00,POS,5411,CHG ATM REF127421,14NOV2023,USD
H000002706,A00000465,14NOV2023,WDR,320.26,ACH,5541,WDR MOBILE REF606143,14NOV2023,USD
H000002707,A00000465,14NOV2023,DEP,21.42,POS,7011,DEP POS REF466214,15NOV2023,USD
H000002708,A00000465,14NOV2023,FEE,3.00,ATM,5812,FEE POS REF626754,14NOV2023,USD
H000002709,A00000466,14NOV2023,INT,155.79,ACH,6011,INT ONLINE REF623430,14NOV2023,USD
H000002710,A00000466,14NOV2023,TRF,-29.84,ATM,4900,TRF ONLINE REF519139,14NOV2023,USD
H000002711,A00000466,14NOV2023,WDR,886.96,ONLINE,5812,WDR POS REF197388,14NOV2023,USD
H000002712,A00000467,14NOV2023,PMT,1442.29,BRANCH,5411,PMT BRANCH REF545302,14NOV2023,USD
H000002713,A00000467,14NOV2023,PMT,426.93,ATM,5912,PMT MOBILE REF892920,14NOV2023,USD
H000002714,A00000467,14NOV2023,CHG,12.00,ONLINE,6011,CHG MOBILE REF363448,14NOV2023,USD
H000002715,A00000479,14NOV2023,FEE,9.95,POS,5912,FEE WIRE REF283350,14NOV2023,USD
H000002716,A00000480,14NOV2023,FEE,25.00,ATM,5812,FEE ATM REF667271,14NOV2023,USD
H000002717,A00000485,14NOV2023,DEP,413.94,MOBILE,5541,DEP WIRE REF957628,14NOV2023,USD
H000002718,A00000007,15NOV2023,DEP,71.47,ONLINE,5541,DEP ACH REF850891,15NOV2023,USD
H000002719,A00000008,15NOV2023,CHG,9.95,ACH,4900,CHG WIRE REF850604,16NOV2023,USD
H000002720,A00000009,15NOV2023,ADJ,-22.16,ACH,4900,ADJ ACH REF865779,15NOV2023,USD
H000002721,A00000011,15NOV2023,PMT,1584.14,ATM,4900,PMT ACH REF822736,15NOV2023,USD
H000002722,A00000011,15NOV2023,INT,28.84,ONLINE,0000,INT ATM REF822943,15NOV2023,USD
H000002723,A00000015,15NOV2023,DEP,34.66,ATM,7011,DEP POS REF844357,15NOV2023,USD
H000002724,A00000016,15NOV2023,DEP,149.39,BRANCH,4900,DEP ONLINE REF983964,15NOV2023,USD
H000002725,A00000022,15NOV2023,REV,27.98,BRANCH,6011,REV BRANCH REF896454,15NOV2023,USD
H000002726,A00000022,15NOV2023,WDR,28.88,POS,7011,WDR MOBILE REF392822,15NOV2023,USD
H000002727,A00000025,15NOV2023,WDR,200.89,ACH,5541,WDR POS REF185237,15NOV2023,USD
H000002728,A00000027,15NOV2023,FEE,35.00,BRANCH,5912,FEE ATM REF582648,15NOV2023,USD
H000002729,A00000028,15NOV2023,PMT,2152.16,POS,5541,PMT ACH REF548386,15NOV2023,USD
H000002730,A00000031,15NOV2023,DEP,77.76,BRANCH,5541,DEP ATM REF893848,15NOV2023,USD
H000002731,A00000036,15NOV2023,PMT,3070.86,WIRE,5411,PMT POS REF441397,15NOV2023,USD
H000002732,A00000043,15NOV2023,INT,93.78,ACH,4900,INT POS REF611025,15NOV2023,USD
H000002733,A00000043,15NOV2023,WDR,76.62,BRANCH,6011,WDR BRANCH REF873468,15NOV2023,USD
H000002734,A00000057,15NOV2023,CHG,9.95,ATM,5541,CHG BRANCH REF486313,15NOV2023,USD
H000002735,A00000059,15NOV2023,CHG,9.95,MOBILE,7011,CHG BRANCH REF449165,15NOV2023,USD
H000002736,A00000059,15NOV2023,PMT,737.31,POS,6011,PMT WIRE REF565228,15NOV2023,USD
H000002737,A00000067,15NOV2023,PMT,2195.43,ONLINE,0000,PMT BRANCH REF916374,15NOV2023,USD
H000002738,A00000068,15NOV2023,TRF,504.68,WIRE,5812,TRF ACH REF246994,15NOV2023,USD
H000002739,A00000070,15NOV2023,FEE,25.00,POS,6011,FEE ONLINE REF340760,15NOV2023,USD
H000002740,A00000077,15NOV2023,DEP,213.03,ONLINE,5541,DEP WIRE REF442175,15NOV2023,USD
H000002741,A00000082,15NOV2023,DEP,105.49,BRANCH,5411,DEP ATM REF275040,15NOV2023,USD
H000002742,A00000085,15NOV2023,FEE,9.95,POS,5541,FEE WIRE REF767030,15NOV2023,USD
H000002743,A00000094,15NOV2023,WDR,128.46,ACH,4900,WDR ATM REF439287,16NOV2023,USD
H000002744,A00000103,15NOV2023,CHG,12.00,MOBILE,5812,CHG POS REF275533,16NOV2023,USD
H000002745,A00000107,15NOV2023,WDR,118.72,POS,5541,WDR BRANCH REF302115,15NOV2023,USD
H000002746,A00000109,15NOV2023,REF,272.74,POS,4900,REF POS REF604710,15NOV2023,USD
H000002747,A00000112,15NOV2023,CHG,35.00,BRANCH,4900,CHG POS REF726049,16NOV2023,USD
H000002748,A00000112,15NOV2023,PMT,1180.47,WIRE,0000,PMT BRANCH REF802141,15NOV2023,USD
H000002749,A00000118,15NOV2023,TRF,-60.94,WIRE,6011,TRF WIRE REF499456,16NOV2023,USD
H000002750,A00000118,15NOV2023,DEP,130.07,POS,5912,DEP ONLINE REF438878,15NOV2023,USD
H000002751,A00000118,15NOV2023,DEP,121.87,WIRE,6011,DEP BRANCH REF772582,15NOV2023,USD
H000002752,A00000128,15NOV2023,WDR,194.56,WIRE,0000,WDR WIRE REF542728,15NOV2023,USD
H000002753,A00000128,15NOV2023,WDR,52.55,ACH,7011,WDR POS REF795113,15NOV2023,USD
H000002754,A00000130,15NOV2023,CHG,35.00,ATM,5411,CHG MOBILE REF671168,15NOV2023,USD
H000002755,A00000130,15NOV2023,PMT,2758.19,ACH,5411,PMT MOBILE REF439110,15NOV2023,USD
H000002756,A00000132,15NOV2023,DEP,58.33,ONLINE,5912,DEP WIRE REF178090,15NOV2023,USD
H000002757,A00000141,15NOV2023,INT,9.84,ONLINE,5411,INT BRANCH REF413072,15NOV2023,USD
H000002758,A00000142,15NOV2023,DEP,164.35,WIRE,5541,DEP POS REF155913,15NOV2023,USD
H000002759,A00000145,15NOV2023,FEE,9.95,POS,7011,FEE MOBILE REF322069,15NOV2023,USD
H000002760,A00000146,15NOV2023,DEP,52.53,ONLINE,7011,DEP POS REF705682,16NOV2023,USD
H000002761,A00000153,15NOV2023,WDR,645.34,ONLINE,5411,WDR ACH REF820754,15NOV2023,USD
H000002762,A00000159,15NOV2023,WDR,2.54,POS,6011,WDR POS REF643479,15NOV2023,USD
H000002763,A00000159,15NOV2023,FEE,35.00,MOBILE,0000,FEE POS REF926660,15NOV2023,USD
H000002764,A00000169,15NOV2023,CHG,12.00,MOBILE,7011,CHG ACH REF248370,15NOV2023,USD
H000002765,A00000169,15NOV2023,FEE,9.95,WIRE,4900,FEE ATM REF312089,15NOV2023,USD
H000002766,A00000171,15NOV2023,CHG,25.00,BRANCH,6011,CHG ACH REF533263,16NOV2023,USD
H000002767,A00000171,15NOV2023,PMT,285.61,POS,4900,PMT POS REF847641,15NOV2023,USD
H000002768,A00000175,15NOV2023,DEP,39.35,BRANCH,7011,DEP BRANCH REF901134,16NOV2023,USD
H000002769,A00000176,15NOV2023,WDR,4.17,BRANCH,5411,WDR ACH REF899065,15NOV2023,USD
H000002770,A00000178,15NOV2023,REF,2207.36,POS,0000,REF ONLINE REF300682,15NOV2023,USD
H000002771,A00000178,15NOV2023,PMT,741.59,POS,6011,PMT WIRE REF256800,15NOV2023,USD
H000002772,A00000178,15NOV2023,INT,28.22,BRANCH,5411,INT POS REF840738,15NOV2023,USD
H000002773,A00000181,15NOV2023,PMT,2252.55,ONLINE,4900,PMT ONLINE REF494632,15NOV2023,USD
H000002774,A00000185,15NOV2023,TRF,-43.65,WIRE,4900,TRF MOBILE REF697842,15NOV2023,USD
H000002775,A00000187,15NOV2023,CHG,9.95,WIRE,7011,CHG ONLINE REF435449,15NOV2023,USD
H000002776,A00000194,15NOV2023,CHG,35.00,POS,0000,CHG ATM REF324867,15NOV2023,USD
H000002777,A00000195,15NOV2023,PMT,193.02,ONLINE,5912,PMT ONLINE REF959946,15NOV2023,USD
H000002778,A00000200,15NOV2023,DEP,28.01,ATM,5411,DEP MOBILE REF928387,15NOV2023,USD
H000002779,A00000200,15NOV2023,WDR,18.14,MOBILE,5812,WDR POS REF929599,15NOV2023,USD
H000002780,A00000202,15NOV2023,CHG,9.95,ONLINE,4900,CHG WIRE REF482860,16NOV2023,USD
H000002781,A00000204,15NOV2023,PMT,802.96,ONLINE,7011,PMT POS REF225058,15NOV2023,USD
H000002782,A00000204,15NOV2023,PMT,190.25,ATM,7011,PMT POS REF405007,15NOV2023,USD
H000002783,A00000204,15NOV2023,CHG,3.00,POS,5812,CHG POS REF553843,15NOV2023,USD
H000002784,A00000205,15NOV2023,INT,236.36,BRANCH,6011,INT BRANCH REF846118,16NOV2023,USD
H000002785,A00000205,15NOV2023,INT,162.92,ACH,5541,INT BRANCH REF731099,15NOV2023,USD
H000002786,A00000208,15NOV2023,DEP,333.42,BRANCH,5812,DEP ONLINE REF825463,15NOV2023,USD
H000002787,A00000210,15NOV2023,CHG,35.00,ONLINE,4900,CHG BRANCH REF133408,15NOV2023,USD
H000002788,A00000210,15NOV2023,PMT,1287.44,ATM,5411,PMT BRANCH REF827975,15NOV2023,USD
H000002789,A00000214,15NOV2023,PMT,571.45,POS,5541,PMT MOBILE REF132969,15NOV2023,USD
H000002790,A00000218,15NOV2023,DEP,166.73,ACH,0000,DEP ACH REF152272,15NOV2023,USD
H000002791,A00000219,15NOV2023,CHG,3.00,BRANCH,5411,CHG POS REF389982,15NOV2023,USD
H000002792,A00000219,15NOV2023,PMT,836.77,BRANCH,7011,PMT ONLINE REF445991,15NOV2023,USD
H000002793,A00000231,15NOV2023,INT,82.44,WIRE,5912,INT WIRE REF405179,15NOV2023,USD
H000002794,A00000238,15NOV2023,PMT,533.89,MOBILE,0000,PMT ATM REF887327,15NOV2023,USD
H000002795,A00000243,15NOV2023,INT,100.69,ATM,5541,INT WIRE REF569561,15NOV2023,USD
H000002796,A00000243,15NOV2023,DEP,55.29,ATM,4900,DEP MOBILE REF186809,15NOV2023,USD
H000002797,A00000243,15NOV2023,TRF,11.55,ATM,7011,TRF ONLINE REF773323,15NOV2023,USD
H000002798,A00000247,15NOV2023,INT,142.00,ONLINE,5541,INT BRANCH REF179238,15NOV2023,USD
H000002799,A00000247,15NOV2023,CHG,35.00,BRANCH,5812,CHG WIRE REF164821,15NOV2023,USD
H000002800,A00000249,15NOV2023,WDR,23.43,ONLINE,5411,WDR WIRE REF151608,15NOV2023,USD
H000002801,A00000266,15NOV2023,PMT,208.96,WIRE,5541,PMT WIRE REF195411,15NOV2023,USD
H000002802,A00000266,15NOV2023,CHG,25.00,WIRE,5912,CHG WIRE REF127031,16NOV2023,USD
H000002803,A00000268,15NOV2023,WDR,50.15,MOBILE,0000,WDR WIRE REF707188,16NOV2023,USD
H000002804,A00000271,15NOV2023,TRF,-70.31,POS,5541,TRF ACH REF353372,15NOV2023,USD
H000002805,A00000277,15NOV2023,INT,62.63,MOBILE,5812,INT MOBILE REF661495,15NOV2023,USD
H000002806,A00000278,15NOV2023,WDR,345.24,MOBILE,5812,WDR WIRE REF585810,15NOV2023,USD
H000002807,A00000278,15NOV2023,DEP,122.20,POS,5541,DEP BRANCH REF997203,15NOV2023,USD
H000002808,A00000282,15NOV2023,WDR,58.89,ACH,4900,WDR BRANCH REF730673,16NOV2023,USD
H000002809,A00000282,15NOV2023,DEP,125.70,ATM,6011,DEP ONLINE REF860607,15NOV2023,USD
H000002810,A00000284,15NOV2023,CHG,25.00,BRANCH,5812,CHG MOBILE REF918183,15NOV2023,USD
H000002811,A00000290,15NOV2023,PMT,380.10,POS,5541,PMT WIRE REF881016,15NOV2023,USD
H000002812,A00000290,15NOV2023,PMT,729.16,BRANCH,5541,PMT ACH REF571906,15NOV2023,USD
H000002813,A00000291,15NOV2023,INT,131.37,ACH,5812,INT ATM REF502549,15NOV2023,USD
H000002814,A00000291,15NOV2023,WDR,309.63,ACH,5912,WDR ATM REF623057,15NOV2023,USD
H000002815,A00000291,15NOV2023,DEP,253.69,ATM,6011,DEP ATM REF427918,15NOV2023,USD
H000002816,A00000295,15NOV2023,DEP,15.18,WIRE,5411,DEP ATM REF560077,15NOV2023,USD
H000002817,A00000295,15NOV2023,WDR,66.42,MOBILE,5411,WDR POS REF195896,16NOV2023,USD
H000002818,A00000299,15NOV2023,TRF,131.93,ACH,0000,TRF ACH REF503923,15NOV2023,USD
H000002819,A00000305,15NOV2023,PMT,1744.67,MOBILE,6011,PMT POS REF237788,15NOV2023,USD
H000002820,A00000308,15NOV2023,DEP,50.85,WIRE,5411,DEP BRANCH REF326491,15NOV2023,USD
H000002821,A00000309,15NOV2023,PMT,1322.19,ONLINE,5541,PMT ATM REF520560,15NOV2023,USD
H000002822,A00000309,15NOV2023,CHG,35.00,MOBILE,5812,CHG ONLINE REF109806,16NOV2023,USD
H000002823,A00000311,15NOV2023,TRF,-989.76,MOBILE,5812,TRF MOBILE REF629901,15NOV2023,USD
H000002824,A00000311,15NOV2023,WDR,6.58,WIRE,6011,WDR WIRE REF205576,15NOV2023,USD
H000002825,A00000311,15NOV2023,WDR,109.18,MOBILE,0000,WDR ATM REF312048,15NOV2023,USD
H000002826,A00000312,15NOV2023,PMT,1348.13,WIRE,5541,PMT ATM REF761628,15NOV2023,USD
H000002827,A00000312,15NOV2023,PMT,1325.52,ONLINE,4900,PMT WIRE REF937076,15NOV2023,USD
H000002828,A00000315,15NOV2023,CHG,35.00,ACH,5541,CHG WIRE REF908080,16NOV2023,USD
H000002829,A00000315,15NOV2023,PMT,880.51,POS,6011,PMT POS REF666020,15NOV2023,USD
H000002830,A00000315,15NOV2023,PMT,2822.57,ACH,5812,PMT WIRE REF640369,15NOV2023,USD
H000002831,A00000326,15NOV2023,CHG,3.00,MOBILE,7011,CHG MOBILE REF838855,15NOV2023,USD
H000002832,A00000326,15NOV2023,PMT,1154.79,WIRE,6011,PMT ACH REF913768,15NOV2023,USD
H000002833,A00000329,15NOV2023,PMT,1174.39,ATM,5812,PMT ACH REF149886,15NOV2023,USD
H000002834,A00000333,15NOV2023,FEE,3.00,WIRE,5541,FEE ATM REF202535,15NOV2023,USD
H000002835,A00000336,15NOV2023,WDR,3.90,POS,5541,WDR ONLINE REF880580,15NOV2023,USD
H000002836,A00000339,15NOV2023,PMT,952.47,ATM,4900,PMT MOBILE REF892861,16NOV2023,USD
H000002837,A00000339,15NOV2023,INT,83.13,MOBILE,5812,INT BRANCH REF909459,15NOV2023,USD
H000002838,A00000339,15NOV2023,INT,203.29,MOBILE,5411,INT POS REF267579,15NOV2023,USD
H000002839,A00000342,15NOV2023,DEP,14.06,ATM,5912,DEP BRANCH REF780612,15NOV2023,USD
H000002840,A00000344,15NOV2023,INT,174.56,ACH,4900,INT MOBILE REF763219,15NOV2023,USD
H000002841,A00000347,15NOV2023,WDR,21.42,POS,4900,WDR ATM REF890553,15NOV2023,USD
H000002842,A00000354,15NOV2023,TRF,-173.83,BRANCH,5912,TRF ACH REF551869,15NOV2023,USD
H000002843,A00000356,15NOV2023,INT,185.19,POS,5912,INT BRANCH REF504049,15NOV2023,USD
H000002844,A00000356,15NOV2023,WDR,86.36,BRANCH,7011,WDR MOBILE REF932190,15NOV2023,USD
H000002845,A00000357,15NOV2023,WDR,30.00,MOBILE,7011,WDR ONLINE REF801272,15NOV2023,USD
H000002846,A00000357,15NOV2023,DEP,67.39,ONLINE,5411,DEP WIRE REF809621,16NOV2023,USD
H000002847,A00000357,15NOV2023,WDR,150.12,ACH,4900,WDR WIRE REF714392,15NOV2023,USD
H000002848,A00000358,15NOV2023,PMT,1453.66,BRANCH,5541,PMT POS REF244840,15NOV2023,USD
H000002849,A00000365,15NOV2023,DEP,31.94,ATM,4900,DEP ACH REF933762,15NOV2023,USD
H000002850,A00000367,15NOV2023,WDR,41.91,ATM,5411,WDR POS REF851712,15NOV2023,USD
H000002851,A00000370,15NOV2023,TRF,-115.30,ACH,7011,TRF ACH REF391694,15NOV2023,USD
H000002852,A00000370,15NOV2023,INT,186.96,WIRE,5541,INT ACH REF653148,15NOV2023,USD
H000002853,A00000374,15NOV2023,FEE,25.00,MOBILE,5411,FEE ACH REF150482,15NOV2023,USD
H000002854,A00000376,15NOV2023,CHG,35.00,ACH,5912,CHG ACH REF978525,16NOV2023,USD
H000002855,A00000379,15NOV2023,TRF,-298.23,ATM,6011,TRF POS REF882875,15NOV2023,USD
H000002856,A00000382,15NOV2023,FEE,35.00,BRANCH,5411,FEE MOBILE REF790807,15NOV2023,USD
H000002857,A00000386,15NOV2023,CHG,12.00,ONLINE,5812,CHG BRANCH REF445037,16NOV2023,USD
H000002858,A00000387,15NOV2023,PMT,1158.86,WIRE,4900,PMT POS REF166046,16NOV2023,USD
H000002859,A00000392,15NOV2023,INT,161.25,MOBILE,5411,INT WIRE REF389642,15NOV2023,USD
H000002860,A00000393,15NOV2023,PMT,1798.77,ACH,5812,PMT ACH REF936360,15NOV2023,USD
H000002861,A00000395,15NOV2023,CHG,35.00,BRANCH,4900,CHG WIRE REF792132,15NOV2023,USD
H000002862,A00000395,15NOV2023,CHG,9.95,ATM,5411,CHG ATM REF824397,15NOV2023,USD
H000002863,A00000397,15NOV2023,PMT,449.40,POS,5812,PMT ACH REF358129,15NOV2023,USD
H000002864,A00000400,15NOV2023,CHG,9.95,ACH,5541,CHG MOBILE REF102804,15NOV2023,USD
H000002865,A00000401,15NOV2023,FEE,3.00,ONLINE,4900,FEE POS REF338621,15NOV2023,USD
H000002866,A00000406,15NOV2023,INT,91.08,ATM,5541,INT ONLINE REF130124,15NOV2023,USD
H000002867,A00000406,15NOV2023,REF,3144.15,POS,5411,REF POS REF600796,15NOV2023,USD
H000002868,A00000406,15NOV2023,INT,102.34,MOBILE,5541,INT MOBILE REF122526,16NOV2023,USD
H000002869,A00000409,15NOV2023,PMT,644.81,WIRE,4900,PMT MOBILE REF432397,15NOV2023,USD
H000002870,A00000411,15NOV2023,WDR,173.37,ACH,5541,WDR ACH REF214678,16NOV2023,USD
H000002871,A00000411,15NOV2023,DEP,330.08,ONLINE,5541,DEP BRANCH REF445685,15NOV2023,USD
H000002872,A00000416,15NOV2023,TRF,-202.62,ATM,4900,TRF POS REF218802,15NOV2023,USD
H000002873,A00000417,15NOV2023,DEP,1846.48,WIRE,5912,DEP ONLINE REF315146,15NOV2023,USD
H000002874,A00000417,15NOV2023,INT,7.62,ACH,0000,INT ONLINE REF450415,15NOV2023,USD
H000002875,A00000422,15NOV2023,TRF,342.91,WIRE,7011,TRF WIRE REF124926,15NOV2023,USD
H000002876,A00000425,15NOV2023,WDR,55.70,ATM,0000,WDR ONLINE REF539690,15NOV2023,USD
H000002877,A00000425,15NOV2023,TRF,12.80,ACH,5912,TRF ONLINE REF774718,15NOV2023,USD
H000002878,A00000425,15NOV2023,INT,24.76,BRANCH,5541,INT BRANCH REF615374,15NOV2023,USD
H000002879,A00000427,15NOV2023,FEE,3.00,ACH,6011,FEE BRANCH REF290049,15NOV2023,USD
H000002880,A00000427,15NOV2023,DEP,7.50,WIRE,0000,DEP ACH REF231096,16NOV2023,USD
H000002881,A00000432,15NOV2023,DEP,9.73,ATM,4900,DEP ACH REF841448,15NOV2023,USD
H000002882,A00000432,15NOV2023,TRF,-34.36,BRANCH,0000,TRF ONLINE REF305598,15NOV2023,USD
H000002883,A00000435,15NOV2023,INT,215.56,ONLINE,0000,INT ATM REF574898,15NOV2023,USD
H000002884,A00000436,15NOV2023,FEE,12.00,BRANCH,5411,FEE POS REF791041,15NOV2023,USD
H000002885,A00000444,15NOV2023,DEP,42.20,ONLINE,7011,DEP WIRE REF202551,15NOV2023,USD
H000002886,A00000449,15NOV2023,WDR,129.89,BRANCH,7011,WDR WIRE REF347429,15NOV2023,USD
H000002887,A00000453,15NOV2023,PMT,487.24,ACH,5541,PMT ATM REF956418,15NOV2023,USD
H000002888,A00000454,15NOV2023,DEP,66.35,BRANCH,5541,DEP ATM REF966062,15NOV2023,USD
H000002889,A00000454,15NOV2023,FEE,3.00,ONLINE,7011,FEE ATM REF325110,15NOV2023,USD
H000002890,A00000454,15NOV2023,ADJ,49.12,ONLINE,4900,ADJ ONLINE REF779684,15NOV2023,USD
H000002891,A00000456,15NOV2023,PMT,1352.37,POS,5912,PMT MOBILE REF387646,15NOV2023,USD
H000002892,A00000456,15NOV2023,FEE,9.95,POS,5411,FEE BRANCH REF960767,15NOV2023,USD
H000002893,A00000459,15NOV2023,WDR,161.77,ATM,5812,WDR BRANCH REF278816,15NOV2023,USD
H000002894,A00000461,15NOV2023,PMT,1638.61,MOBILE,7011,PMT ATM REF446242,15NOV2023,USD
H000002895,A00000464,15NOV2023,INT,130.92,WIRE,7011,INT ONLINE REF760379,15NOV2023,USD
H000002896,A00000466,15NOV2023,DEP,321.49,ACH,7011,DEP MOBILE REF461093,15NOV2023,USD
H000002897,A00000466,15NOV2023,WDR,190.60,BRANCH,6011,WDR ACH REF297690,15NOV2023,USD
H000002898,A00000468,15NOV2023,DEP,48.14,POS,5912,DEP MOBILE REF785358,15NOV2023,USD
H000002899,A00000476,15NOV2023,CHG,9.95,POS,5541,CHG ACH REF959061,15NOV2023,USD
H000002900,A00000478,15NOV2023,PMT,72.79,ATM,5541,PMT MOBILE REF819654,15NOV2023,USD
H000002901,A00000484,15NOV2023,DEP,34.20,ACH,7011,DEP MOBILE REF509432,15NOV2023,USD
H000002902,A00000001,16NOV2023,CHG,25.00,ATM,7011,CHG ACH REF348274,16NOV2023,USD
H000002903,A00000002,16NOV2023,TRF,3.34,POS,6011,TRF WIRE REF163930,16NOV2023,USD
H000002904,A00000008,16NOV2023,PMT,1051.81,ATM,6011,PMT ONLINE REF274586,16NOV2023,USD
H000002905,A00000015,16NOV2023,INT,153.06,ATM,5812,INT ATM REF791465,17NOV2023,USD
H000002906,A00000017,16NOV2023,ADJ,-23.19,POS,0000,ADJ POS REF908395,16NOV2023,USD
H000002907,A00000017,16NOV2023,TRF,100.66,WIRE,5912,TRF BRANCH REF867085,16NOV2023,USD
H000002908,A00000018,16NOV2023,TRF,197.43,MOBILE,7011,TRF BRANCH REF928601,16NOV2023,USD
H000002909,A00000020,16NOV2023,DEP,47.05,WIRE,5812,DEP ATM REF697943,16NOV2023,USD
H000002910,A00000021,16NOV2023,PMT,2307.65,ATM,5411,PMT ACH REF623172,17NOV2023,USD
H000002911,A00000021,16NOV2023,INT,215.72,WIRE,5411,INT MOBILE REF244889,16NOV2023,USD
H000002912,A00000028,16NOV2023,CHG,9.95,ONLINE,5812,CHG MOBILE REF849667,16NOV2023,USD
H000002913,A00000033,16NOV2023,PMT,1336.51,ACH,5812,PMT POS REF727432,16NOV2023,USD
H000002914,A00000037,16NOV2023,DEP,32.00,POS,5912,DEP BRANCH REF554906,16NOV2023,USD
H000002915,A00000037,16NOV2023,DEP,243.92,ONLINE,5912,DEP ACH REF237142,16NOV2023,USD
H000002916,A00000040,16NOV2023,DEP,262.79,WIRE,4900,DEP POS REF731870,16NOV2023,USD
H000002917,A00000043,16NOV2023,DEP,11.83,MOBILE,5812,DEP POS REF387334,16NOV2023,USD
H000002918,A00000054,16NOV2023,FEE,3.00,POS,5541,FEE MOBILE REF870557,16NOV2023,USD
H000002919,A00000055,16NOV2023,CHG,25.00,POS,5541,CHG BRANCH REF872086,16NOV2023,USD
H000002920,A00000057,16NOV2023,INT,72.74,POS,5912,INT WIRE REF695256,16NOV2023,USD
H000002921,A00000058,16NOV2023,PMT,713.58,BRANCH,5912,PMT ONLINE REF285316,16NOV2023,USD
H000002922,A00000060,16NOV2023,TRF,-1.41,BRANCH,0000,TRF ONLINE REF249327,16NOV2023,USD
H000002923,A00000060,16NOV2023,TRF,-536.17,MOBILE,5541,TRF POS REF118743,17NOV2023,USD
H000002924,A00000060,16NOV2023,DEP,84.15,ATM,4900,DEP ATM REF375997,16NOV2023,USD
H000002925,A00000064,16NOV2023,TRF,-64.33,WIRE,5541,TRF WIRE REF727922,16NOV2023,USD
H000002926,A00000067,16NOV2023,CHG,3.00,ATM,5411,CHG POS REF435929,16NOV2023,USD
H000002927,A00000070,16NOV2023,FEE,9.95,ONLINE,5411,FEE ONLINE REF258356,16NOV2023,USD
H000002928,A00000070,16NOV2023,CHG,9.95,ONLINE,4900,CHG ONLINE REF818040,16NOV2023,USD
H000002929,A00000071,16NOV2023,FEE,35.00,MOBILE,5541,FEE ONLINE REF329140,16NOV2023,USD
H000002930,A00000071,16NOV2023,CHG,9.95,BRANCH,7011,CHG WIRE REF770812,16NOV2023,USD
H000002931,A00000077,16NOV2023,WDR,91.19,ONLINE,6011,WDR BRANCH REF646879,16NOV2023,USD
H000002932,A00000079,16NOV2023,CHG,35.00,WIRE,6011,CHG ATM REF371772,16NOV2023,USD
H000002933,A00000080,16NOV2023,DEP,22.31,ATM,5411,DEP ONLINE REF932356,16NOV2023,USD
H000002934,A00000081,16NOV2023,TRF,-3.22,ONLINE,4900,TRF ATM REF854978,16NOV2023,USD
