TRANSACTION_ID,ACCOUNT_ID,TRANSACTION_DATE,TRANSACTION_TYPE,TRANSACTION_AMOUNT,CHANNEL,MERCHANT_CATEGORY,DESCRIPTION,POST_DATE,CURRENCY_CODE
T000000252,A00000191,31JAN2024,DEP,13.68,BRANCH,7011,DEP MOBILE REF921930,01FEB2024,USD
T000000253,A00000193,31JAN2024,DEP,190.94,WIRE,7011,DEP BRANCH REF707059,31JAN2024,USD
T000000254,A00000196,31JAN2024,WDR,2.01,MOBILE,6011,WDR ACH REF635433,31JAN2024,USD
T000000255,A00000197,31JAN2024,REF,1246.16,ACH,4900,REF ONLINE REF728345,31JAN2024,USD
T000000256,A00000198,31JAN2024,TRF,33.81,MOBILE,5411,TRF ONLINE REF621643,31JAN2024,USD
T000000257,A00000199,31JAN2024,FEE,35.00,POS,5912,FEE POS REF272728,31JAN2024,USD
T000000258,A00000204,31JAN2024,PMT,1651.89,ONLINE,7011,PMT WIRE REF404538,31JAN2024,USD
T000000259,A00000204,31JAN2024,PMT,1029.62,ACH,5541,PMT POS REF130123,31JAN2024,USD
T000000260,A00000205,31JAN2024,CHG,3.00,WIRE,0000,CHG ACH REF972286,31JAN2024,USD
T000000261,A00000209,31JAN2024,WDR,9.64,MOBILE,5912,WDR ATM REF411962,31JAN2024,USD
T000000262,A00000210,31JAN2024,PMT,914.82,ATM,4900,PMT POS REF919401,31JAN2024,USD
T000000263,A00000210,31JAN2024,INT,168.05,WIRE,5411,INT WIRE REF878149,31JAN2024,USD
T000000264,A00000210,31JAN2024,REF,911.08,MOBILE,5541,REF ATM REF767658,31JAN2024,USD
T000000265,A00000210,31JAN2024,INT,3.66,BRANCH,0000,INT ONLINE REF692868,01FEB2024,USD
T000000266,A00000210,31JAN2024,PMT,942.54,ATM,6011,PMT ACH REF308235,31JAN2024,USD
T000000267,A00000210,31JAN2024,CHG,12.00,POS,7011,CHG POS REF824698,31JAN2024,USD
T000000268,A00000211,31JAN2024,WDR,1744.35,BRANCH,4900,WDR ACH REF271686,31JAN2024,USD
T000000269,A00000211,31JAN2024,WDR,509.51,ATM,7011,WDR WIRE REF870491,31JAN2024,USD
T000000270,A00000211,31JAN2024,WDR,427.38,ATM,0000,WDR ONLINE REF258087,31JAN2024,USD
T000000271,A00000213,31JAN2024,PMT,834.59,BRANCH,4900,PMT ONLINE REF624571,01FEB2024,USD
T000000272,A00000214,31JAN2024,CHG,3.00,ATM,5912,CHG WIRE REF603836,31JAN2024,USD
T000000273,A00000216,31JAN2024,TRF,-101.04,ACH,5541,TRF BRANCH REF679223,31JAN2024,USD
T000000274,A00000217,31JAN2024,CHG,12.00,POS,0000,CHG ATM REF803546,31JAN2024,USD
T000000275,A00000219,31JAN2024,CHG,3.00,ACH,5541,CHG POS REF648950,31JAN2024,USD
T000000276,A00000220,31JAN2024,PMT,1299.49,ACH,4900,PMT WIRE REF567805,31JAN2024,USD
T000000277,A00000220,31JAN2024,CHG,9.95,BRANCH,5812,CHG ACH REF430566,31JAN2024,USD
T000000278,A00000220,31JAN2024,PMT,368.88,ATM,5541,PMT POS REF283568,31JAN2024,USD
T000000279,A00000222,31JAN2024,CHG,3.00,MOBILE,5411,CHG ATM REF913224,31JAN2024,USD
T000000280,A00000222,31JAN2024,PMT,2134.93,MOBILE,4900,PMT MOBILE REF982162,31JAN2024,USD
T000000281,A00000223,31JAN2024,DEP,120.67,WIRE,5541,DEP ATM REF908558,31JAN2024,USD
T000000282,A00000223,31JAN2024,DEP,49.40,POS,6011,DEP POS REF290008,01FEB2024,USD
T000000283,A00000223,31JAN2024,WDR,351.83,ATM,5411,WDR BRANCH REF826817,31JAN2024,USD
T000000284,A00000223,31JAN2024,INT,197.72,WIRE,5411,INT BRANCH REF670818,01FEB2024,USD
T000000285,A00000223,31JAN2024,REV,36.07,POS,5812,REV ACH REF870852,31JAN2024,USD
T000000286,A00000223,31JAN2024,DEP,28.12,ACH,7011,DEP ATM REF583165,01FEB2024,USD
T000000287,A00000224,31JAN2024,CHG,25.00,ONLINE,6011,CHG MOBILE REF812763,31JAN2024,USD
T000000288,A00000224,31JAN2024,FEE,12.00,POS,5411,FEE MOBILE REF435954,31JAN2024,USD
T000000289,A00000224,31JAN2024,CHG,12.00,ACH,5411,CHG MOBILE REF486440,31JAN2024,USD
T000000290,A00000228,31JAN2024,TRF,125.86,ACH,5541,TRF MOBILE REF918710,31JAN2024,USD
T000000291,A00000228,31JAN2024,DEP,22.56,POS,4900,DEP ACH REF874623,31JAN2024,USD
T000000292,A00000230,31JAN2024,PMT,1432.16,ACH,5912,PMT ATM REF384623,31JAN2024,USD
T000000293,A00000231,31JAN2024,TRF,-70.77,BRANCH,7011,TRF ONLINE REF567932,31JAN2024,USD
T000000294,A00000233,31JAN2024,TRF,23.46,MOBILE,5411,TRF ACH REF210920,31JAN2024,USD
T000000295,A00000235,31JAN2024,WDR,93.18,BRANCH,6011,WDR ATM REF160101,31JAN2024,USD
T000000296,A00000235,31JAN2024,WDR,49.21,ATM,4900,WDR ATM REF363725,31JAN2024,USD
T000000297,A00000237,31JAN2024,DEP,8.41,BRANCH,5541,DEP MOBILE REF180644,31JAN2024,USD
T000000298,A00000237,31JAN2024,WDR,473.42,MOBILE,5912,WDR ATM REF264285,31JAN2024,USD
T000000299,A00000237,31JAN2024,WDR,14.12,WIRE,6011,WDR ONLINE REF659791,31JAN2024,USD
T000000300,A00000237,31JAN2024,INT,8.64,POS,4900,INT MOBILE REF219280,31JAN2024,USD
T000000301,A00000237,31JAN2024,WDR,291.71,BRANCH,5541,WDR BRANCH REF240141,01FEB2024,USD
T000000302,A00000237,31JAN2024,TRF,-55.83,ACH,5912,TRF MOBILE REF184307,31JAN2024,USD
T000000303,A00000239,31JAN2024,PMT,853.94,ONLINE,5812,PMT POS REF629323,31JAN2024,USD
T000000304,A00000239,31JAN2024,PMT,2774.42,POS,6011,PMT MOBILE REF111262,01FEB2024,USD
T000000305,A00000239,31JAN2024,CHG,25.00,WIRE,0000,CHG ACH REF276207,31JAN2024,USD
T000000306,A00000241,31JAN2024,WDR,61.26,MOBILE,5411,WDR WIRE REF578934,31JAN2024,USD
T000000307,A00000241,31JAN2024,WDR,63.83,ONLINE,6011,WDR MOBILE REF570992,31JAN2024,USD
T000000308,A00000241,31JAN2024,INT,192.23,ONLINE,5812,INT POS REF913822,01FEB2024,USD
T000000309,A00000242,31JAN2024,DEP,3.35,BRANCH,6011,DEP ACH REF838570,31JAN2024,USD
T000000310,A00000242,31JAN2024,FEE,3.00,MOBILE,6011,FEE ACH REF877837,01FEB2024,USD
T000000311,A00000244,31JAN2024,CHG,12.00,ONLINE,5912,CHG ACH REF673907,31JAN2024,USD
T000000312,A00000244,31JAN2024,CHG,12.00,WIRE,0000,CHG MOBILE REF389435,31JAN2024,USD
T000000313,A00000244,31JAN2024,PMT,658.24,ONLINE,5411,PMT MOBILE REF289316,01FEB2024,USD
T000000314,A00000244,31JAN2024,REF,1518.88,ACH,7011,REF ONLINE REF925248,31JAN2024,USD
T000000315,A00000244,31JAN2024,FEE,3.00,POS,0000,FEE ATM REF709895,31JAN2024,USD
T000000316,A00000244,31JAN2024,WDR,107919.49,ONLINE,6011,INT ATM REF309655,01FEB2024,USD
T000000317,A00000246,31JAN2024,FEE,25.00,MOBILE,6011,FEE ONLINE REF136562,31JAN2024,USD
T000000318,A00000246,31JAN2024,REF,2178.79,ACH,0000,REF POS REF338229,31JAN2024,USD
T000000319,A00000246,31JAN2024,PMT,1775.56,WIRE,5411,PMT ACH REF581344,31JAN2024,USD
T000000320,A00000247,31JAN2024,REF,763.60,POS,0000,REF BRANCH REF281840,31JAN2024,USD
T000000321,A00000248,31JAN2024,FEE,9.95,ATM,5812,FEE ATM REF958164,31JAN2024,USD
T000000322,A00000248,31JAN2024,CHG,12.00,ACH,7011,CHG ONLINE REF195619,31JAN2024,USD
T000000323,A00000249,31JAN2024,WDR,132.66,ONLINE,5411,WDR MOBILE REF433894,31JAN2024,USD
T000000324,A00000253,31JAN2024,WDR,455.89,ONLINE,7011,WDR ATM REF178241,01FEB2024,USD
T000000325,A00000254,31JAN2024,CHG,3.00,MOBILE,5541,CHG ATM REF893537,31JAN2024,USD
T000000326,A00000255,31JAN2024,ADJ,-58.19,ONLINE,5912,ADJ BRANCH REF642602,31JAN2024,USD
T000000327,A00000255,31JAN2024,WDR,7.07,WIRE,6011,WDR WIRE REF807192,01FEB2024,USD
T000000328,A00000255,31JAN2024,WDR,583.98,ACH,5541,WDR BRANCH REF337728,01FEB2024,USD
T000000329,A00000256,31JAN2024,INT,39.86,ACH,7011,INT WIRE REF861208,01FEB2024,USD
T000000330,A00000257,31JAN2024,PMT,2614.85,ACH,5912,PMT ATM REF325922,31JAN2024,USD
T000000331,A00000257,31JAN2024,INT,169.15,POS,5812,INT WIRE REF655374,31JAN2024,USD
T000000332,A00000257,31JAN2024,CHG,3.00,ACH,5411,CHG ONLINE REF431813,31JAN2024,USD
T000000333,A00000258,31JAN2024,WDR,401.82,BRANCH,5912,WDR ATM REF619249,31JAN2024,USD
T000000334,A00000259,31JAN2024,CHG,12.00,ONLINE,5912,CHG WIRE REF579063,31JAN2024,USD
T000000335,A00000259,31JAN2024,CHG,9.95,MOBILE,4900,CHG ONLINE REF838435,31JAN2024,USD
T000000336,A00000259,31JAN2024,CHG,3.00,BRANCH,6011,CHG WIRE REF964616,31JAN2024,USD
T000000337,A00000261,31JAN2024,WDR,276.19,ONLINE,5411,WDR WIRE REF772480,01FEB2024,USD
T000000338,A00000261,31JAN2024,TRF,509.37,ONLINE,0000,TRF WIRE REF288338,31JAN2024,USD
T000000339,A00000261,31JAN2024,TRF,-80.25,MOBILE,6011,TRF ONLINE REF970789,31JAN2024,USD
T000000340,A00000262,31JAN2024,WDR,35.16,WIRE,5411,WDR ATM REF910094,31JAN2024,USD
T000000341,A00000262,31JAN2024,TRF,-144.96,MOBILE,5411,TRF POS REF688024,31JAN2024,USD
T000000342,A00000264,31JAN2024,DEP,150.80,ATM,7011,DEP BRANCH REF180598,01FEB2024,USD
T000000343,A00000265,31JAN2024,PMT,2941.94,WIRE,4900,PMT POS REF325765,31JAN2024,USD
T000000344,A00000266,31JAN2024,PMT,940.83,ACH,5541,PMT BRANCH REF637364,31JAN2024,USD
T000000345,A00000266,31JAN2024,PMT,264.32,BRANCH,0000,PMT MOBILE REF953152,31JAN2024,USD
T000000346,A00000266,31JAN2024,WDR,801.83,WIRE,5541,INT MOBILE REF352785,31JAN2024,USD
T000000347,A00000267,31JAN2024,INT,45.78,ATM,5912,INT WIRE REF568132,31JAN2024,USD
T000000348,A00000267,31JAN2024,INT,194.01,ATM,5541,INT ATM REF637845,31JAN2024,USD
T000000349,A00000267,31JAN2024,CHG,12.00,BRANCH,5912,CHG BRANCH REF378580,31JAN2024,USD
T000000350,A00000268,31JAN2024,DEP,26.39,BRANCH,5912,DEP MOBILE REF957571,31JAN2024,USD
T000000351,A00000271,31JAN2024,DEP,61.55,ONLINE,7011,DEP ATM REF571099,31JAN2024,USD
T000000352,A00000272,31JAN2024,CHG,12.00,ACH,7011,CHG POS REF822279,31JAN2024,USD
T000000353,A00000272,31JAN2024,PMT,344.37,WIRE,7011,PMT BRANCH REF945744,31JAN2024,USD
T000000354,A00000272,31JAN2024,FEE,12.00,WIRE,5912,FEE POS REF536320,31JAN2024,USD
T000000355,A00000274,31JAN2024,CHG,3.00,ACH,6011,CHG ATM REF462573,31JAN2024,USD
T000000356,A00000277,31JAN2024,INT,228.87,ATM,7011,INT POS REF961691,31JAN2024,USD
T000000357,A00000278,31JAN2024,WDR,15.50,POS,5912,WDR MOBILE REF618763,31JAN2024,USD
T000000358,A00000279,31JAN2024,CHG,25.00,ACH,5912,CHG WIRE REF215849,31JAN2024,USD
T000000359,A00000279,31JAN2024,PMT,778.87,ACH,6011,PMT ONLINE REF341286,31JAN2024,USD
T000000360,A00000279,31JAN2024,CHG,12.00,ONLINE,0000,CHG POS REF982727,31JAN2024,USD
T000000361,A00000280,31JAN2024,INT,168.77,BRANCH,5912,INT POS REF309070,31JAN2024,USD
T000000362,A00000281,31JAN2024,DEP,18.79,WIRE,5411,DEP WIRE REF173739,31JAN2024,USD
T000000363,A00000282,31JAN2024,REV,951.36,ACH,6011,REV ACH REF821265,31JAN2024,USD
T000000364,A00000283,31JAN2024,DEP,42.22,ONLINE,5912,DEP MOBILE REF774315,01FEB2024,USD
T000000365,A00000283,31JAN2024,WDR,15.03,MOBILE,5541,WDR POS REF330368,31JAN2024,USD
T000000366,A00000283,31JAN2024,REV,42.67,ATM,0000,REV WIRE REF561073,31JAN2024,USD
T000000367,A00000283,31JAN2024,DEP,219.77,BRANCH,5812,DEP POS REF743434,31JAN2024,USD
T000000368,A00000283,31JAN2024,WDR,890.77,ATM,5812,WDR ONLINE REF330037,31JAN2024,USD
T000000369,A00000283,31JAN2024,DEP,12.93,ONLINE,7011,DEP ATM REF142267,31JAN2024,USD
T000000370,A00000286,31JAN2024,DEP,135.52,ATM,5541,DEP WIRE REF147309,31JAN2024,USD
T000000371,A00000289,31JAN2024,WDR,43.00,WIRE,5912,WDR POS REF411500,31JAN2024,USD
T000000372,A00000289,31JAN2024,REV,34.18,MOBILE,5541,REV ONLINE REF520037,31JAN2024,USD
T000000373,A00000289,31JAN2024,DEP,58.23,MOBILE,5812,DEP BRANCH REF771594,31JAN2024,USD
T000000374,A00000291,31JAN2024,INT,161.50,POS,0000,INT POS REF834643,31JAN2024,USD
T000000375,A00000291,31JAN2024,DEP,5.79,POS,7011,DEP WIRE REF640743,31JAN2024,USD
T000000376,A00000292,31JAN2024,WDR,38.50,WIRE,4900,WDR MOBILE REF739302,31JAN2024,USD
T000000377,A00000293,31JAN2024,INT,201.98,ONLINE,5812,INT BRANCH REF601876,31JAN2024,USD
T000000378,A00000293,31JAN2024,CHG,3.00,ATM,5812,CHG POS REF753914,31JAN2024,USD
T000000379,A00000295,31JAN2024,DEP,6.29,BRANCH,5411,DEP BRANCH REF441564,31JAN2024,USD
T000000380,A00000296,31JAN2024,REV,6.96,BRANCH,0000,REV WIRE REF384787,31JAN2024,USD
T000000381,A00000297,31JAN2024,FEE,9.95,WIRE,4900,FEE WIRE REF279891,31JAN2024,USD
T000000382,A00000299,31JAN2024,TRF,56.00,BRANCH,5912,TRF ATM REF748929,31JAN2024,USD
T000000383,A00000299,31JAN2024,WDR,293.28,ACH,6011,WDR ATM REF748722,31JAN2024,USD
T000000384,A00000300,31JAN2024,PMT,245.04,ONLINE,5912,PMT BRANCH REF659628,31JAN2024,USD
T000000385,A00000300,31JAN2024,PMT,632.08,POS,5812,PMT ACH REF727639,31JAN2024,USD
T000000386,A00000301,31JAN2024,FEE,35.00,WIRE,6011,FEE ATM REF734971,01FEB2024,USD
T000000387,A00000301,31JAN2024,PMT,1620.86,WIRE,7011,PMT WIRE REF530392,31JAN2024,USD
T000000388,A00000301,31JAN2024,FEE,3.00,WIRE,4900,FEE ONLINE REF677393,31JAN2024,USD
T000000389,A00000302,31JAN2024,TRF,60.19,WIRE,0000,TRF ATM REF475386,31JAN2024,USD
T000000390,A00000302,31JAN2024,WDR,321.34,ATM,7011,WDR MOBILE REF930190,01FEB2024,USD
T000000391,A00000303,31JAN2024,DEP,197.35,ATM,6011,DEP POS REF344157,31JAN2024,USD
T000000392,A00000303,31JAN2024,INT,209.25,POS,0000,INT BRANCH REF286246,31JAN2024,USD
T000000393,A00000304,31JAN2024,CHG,12.00,ACH,4900,CHG MOBILE REF262801,01FEB2024,USD
T000000394,A00000304,31JAN2024,CHG,35.00,ATM,4900,CHG BRANCH REF238206,31JAN2024,USD
T000000395,A00000304,31JAN2024,PMT,998.05,WIRE,5912,PMT BRANCH REF812555,31JAN2024,USD
T000000396,A00000304,31JAN2024,CHG,12.00,ATM,4900,CHG WIRE REF268937,31JAN2024,USD
T000000397,A00000304,31JAN2024,CHG,12.00,MOBILE,0000,CHG BRANCH REF369294,01FEB2024,USD
T000000398,A00000304,31JAN2024,FEE,35.00,ATM,5411,FEE BRANCH REF750756,01FEB2024,USD
T000000399,A00000306,31JAN2024,CHG,25.00,ATM,0000,CHG ONLINE REF361010,01FEB2024,USD
T000000400,A00000308,31JAN2024,INT,223.90,WIRE,5912,INT POS REF814098,31JAN2024,USD
T000000401,A00000308,31JAN2024,WDR,391.26,ATM,7011,WDR POS REF994700,31JAN2024,USD
T000000402,A00000308,31JAN2024,DEP,54.97,WIRE,7011,DEP POS REF404771,31JAN2024,USD
T000000403,A00000309,31JAN2024,PMT,458.14,ATM,5541,PMT ATM REF805060,31JAN2024,USD
T000000404,A00000310,31JAN2024,FEE,35.00,ATM,4900,FEE MOBILE REF964208,31JAN2024,USD
T000000405,A00000311,31JAN2024,DEP,47.85,ACH,6011,DEP ONLINE REF226487,31JAN2024,USD
T000000406,A00000311,31JAN2024,WDR,19.80,WIRE,5812,WDR WIRE REF633486,31JAN2024,USD
T000000407,A00000312,31JAN2024,PMT,1302.71,BRANCH,0000,PMT MOBILE REF445807,31JAN2024,USD
T000000408,A00000313,31JAN2024,TRF,-127.37,ONLINE,7011,TRF ATM REF995698,31JAN2024,USD
T000000409,A00000314,31JAN2024,CHG,9.95,POS,5541,CHG BRANCH REF338888,31JAN2024,USD
T000000410,A00000314,31JAN2024,INT,214.19,POS,0000,INT WIRE REF799860,31JAN2024,USD
T000000411,A00000315,31JAN2024,FEE,35.00,BRANCH,5912,FEE ONLINE REF759599,31JAN2024,USD
T000000412,A00000315,31JAN2024,FEE,35.00,POS,5411,FEE BRANCH REF275348,31JAN2024,USD
T000000413,A00000318,31JAN2024,DEP,53.65,MOBILE,5912,DEP POS REF917991,01FEB2024,USD
T000000414,A00000319,31JAN2024,WDR,477.55,ATM,4900,WDR WIRE REF736864,31JAN2024,USD
T000000415,A00000319,31JAN2024,DEP,43.11,ATM,0000,DEP ATM REF928170,31JAN2024,USD
T000000416,A00000320,31JAN2024,TRF,-52.19,ACH,5812,TRF WIRE REF659387,31JAN2024,USD
T000000417,A00000320,31JAN2024,WDR,250.02,ACH,6011,WDR BRANCH REF159337,31JAN2024,USD
T000000418,A00000320,31JAN2024,DEP,1890.88,MOBILE,7011,DEP MOBILE REF683005,31JAN2024,USD
T000000419,A00000325,31JAN2024,FEE,3.00,ACH,7011,FEE WIRE REF231570,31JAN2024,USD
T000000420,A00000326,31JAN2024,REF,1409.83,BRANCH,5541,REF ONLINE REF538512,31JAN2024,USD
T000000421,A00000327,31JAN2024,REV,180.84,WIRE,5541,REV WIRE REF222318,31JAN2024,USD
T000000422,A00000327,31JAN2024,WDR,85.64,MOBILE,7011,WDR ATM REF238020,01FEB2024,USD
T000000423,A00000328,31JAN2024,WDR,95.39,ONLINE,5912,WDR BRANCH REF243166,31JAN2024,USD
T000000424,A00000328,31JAN2024,WDR,270.88,ATM,4900,WDR POS REF227499,31JAN2024,USD
T000000425,A00000328,31JAN2024,TRF,-50.14,BRANCH,4900,TRF BRANCH REF568876,31JAN2024,USD
T000000426,A00000330,31JAN2024,CHG,9.95,BRANCH,5541,CHG ATM REF477456,01FEB2024,USD
T000000427,A00000330,31JAN2024,CHG,12.00,ONLINE,4900,CHG ONLINE REF130209,31JAN2024,USD
T000000428,A00000331,31JAN2024,WDR,13.39,WIRE,7011,WDR BRANCH REF343396,31JAN2024,USD
T000000429,A00000332,31JAN2024,CHG,12.00,ATM,5912,CHG ONLINE REF187117,31JAN2024,USD
T000000430,A00000333,31JAN2024,PMT,367.89,WIRE,6011,PMT POS REF979410,31JAN2024,USD
T000000431,A00000333,31JAN2024,CHG,35.00,MOBILE,6011,CHG WIRE REF763524,31JAN2024,USD
T000000432,A00000336,31JAN2024,WDR,73.41,BRANCH,5541,WDR BRANCH REF627301,01FEB2024,USD
T000000433,A00000337,31JAN2024,INT,226.88,ATM,4900,INT BRANCH REF378553,31JAN2024,USD
T000000434,A00000338,31JAN2024,WDR,52.77,POS,5912,WDR BRANCH REF173469,01FEB2024,USD
T000000435,A00000339,31JAN2024,REF,612.11,ONLINE,4900,REF ATM REF390792,31JAN2024,USD
T000000436,A00000341,31JAN2024,CHG,25.00,ONLINE,6011,CHG MOBILE REF799934,31JAN2024,USD
T000000437,A00000342,31JAN2024,WDR,3.18,BRANCH,7011,WDR POS REF474673,31JAN2024,USD
T000000438,A00000343,31JAN2024,FEE,12.00,ATM,5912,FEE ACH REF745751,01FEB2024,USD
T000000439,A00000348,31JAN2024,CHG,3.00,MOBILE,5541,CHG BRANCH REF695873,31JAN2024,USD
T000000440,A00000348,31JAN2024,CHG,25.00,ONLINE,5812,CHG ACH REF981119,31JAN2024,USD
T000000441,A00000350,31JAN2024,CHG,12.00,POS,7011,CHG BRANCH REF196259,31JAN2024,USD
T000000442,A00000350,31JAN2024,INT,61.87,BRANCH,5912,INT POS REF947873,31JAN2024,USD
T000000443,A00000350,31JAN2024,INT,217.99,POS,5912,INT ATM REF290041,31JAN2024,USD
T000000444,A00000351,31JAN2024,PMT,575.24,POS,5411,PMT MOBILE REF399950,31JAN2024,USD
T000000445,A00000351,31JAN2024,PMT,1979.93,WIRE,5411,PMT MOBILE REF201134,31JAN2024,USD
T000000446,A00000353,31JAN2024,TRF,292.78,ONLINE,0000,TRF ATM REF602002,31JAN2024,USD
T000000447,A00000354,31JAN2024,WDR,30.87,POS,0000,WDR ATM REF268300,31JAN2024,USD
T000000448,A00000354,31JAN2024,FEE,12.00,BRANCH,5411,FEE BRANCH REF137584,31JAN2024,USD
T000000449,A00000354,31JAN2024,WDR,62.01,ONLINE,5411,WDR MOBILE REF153656,01FEB2024,USD
T000000450,A00000354,31JAN2024,DEP,439.91,MOBILE,7011,DEP MOBILE REF363876,31JAN2024,USD
T000000451,A00000354,31JAN2024,FEE,3.00,MOBILE,7011,FEE ONLINE REF273715,31JAN2024,USD
T000000452,A00000354,31JAN2024,DEP,62.66,ATM,5541,DEP MOBILE REF435750,31JAN2024,USD
T000000453,A00000355,31JAN2024,CHG,12.00,ATM,4900,CHG MOBILE REF273853,31JAN2024,USD
T000000454,A00000355,31JAN2024,CHG,9.95,ONLINE,6011,CHG BRANCH REF835111,31JAN2024,USD
T000000455,A00000356,31JAN2024,WDR,26.10,POS,7011,WDR WIRE REF291249,01FEB2024,USD
T000000456,A00000357,31JAN2024,WDR,40.41,BRANCH,7011,WDR BRANCH REF295088,31JAN2024,USD
T000000457,A00000358,31JAN2024,INT,85.21,ATM,5912,INT BRANCH REF696517,31JAN2024,USD
T000000458,A00000358,31JAN2024,CHG,25.00,WIRE,5541,CHG BRANCH REF779621,31JAN2024,USD
T000000459,A00000358,31JAN2024,INT,106.32,POS,5912,INT ACH REF985309,31JAN2024,USD
T000000460,A00000359,31JAN2024,PMT,488.93,BRANCH,4900,PMT ACH REF891113,31JAN2024,USD
T000000461,A00000359,31JAN2024,CHG,3.00,ACH,0000,CHG WIRE REF378668,31JAN2024,USD
T000000462,A00000359,31JAN2024,REF,1293.43,ATM,6011,REF WIRE REF774610,31JAN2024,USD
T000000463,A00000360,31JAN2024,PMT,937.43,MOBILE,5912,PMT BRANCH REF304144,01FEB2024,USD
T000000464,A00000362,31JAN2024,FEE,3.00,ATM,0000,FEE ONLINE REF730057,31JAN2024,USD
T000000465,A00000362,31JAN2024,CHG,25.00,ACH,5541,CHG ACH REF806103,31JAN2024,USD
T000000466,A00000365,31JAN2024,WDR,50.13,ACH,5812,WDR ACH REF187524,31JAN2024,USD
T000000467,A00000367,31JAN2024,WDR,131.77,ONLINE,5411,WDR ACH REF121612,31JAN2024,USD
T000000468,A00000368,31JAN2024,FEE,3.00,MOBILE,5411,FEE BRANCH REF187586,31JAN2024,USD
T000000469,A00000369,31JAN2024,PMT,1344.20,WIRE,5912,PMT ONLINE REF808406,31JAN2024,USD
T000000470,A00000370,31JAN2024,WDR,58.95,BRANCH,6011,WDR POS REF991243,31JAN2024,USD
T000000471,A00000370,31JAN2024,DEP,4.96,MOBILE,5411,DEP BRANCH REF103841,31JAN2024,USD
T000000472,A00000371,31JAN2024,ADJ,-202.03,ATM,7011,ADJ BRANCH REF204694,31JAN2024,USD
T000000473,A00000371,31JAN2024,WDR,37.62,BRANCH,0000,WDR ACH REF942375,31JAN2024,USD
T000000474,A00000372,31JAN2024,WDR,89.75,MOBILE,0000,WDR MOBILE REF302839,31JAN2024,USD
T000000475,A00000373,31JAN2024,WDR,27.66,ACH,7011,WDR MOBILE REF561191,01FEB2024,USD
T000000476,A00000374,31JAN2024,DEP,234.27,WIRE,5541,DEP POS REF689163,31JAN2024,USD
T000000477,A00000374,31JAN2024,DEP,25.22,ONLINE,5541,DEP ONLINE REF423433,31JAN2024,USD
T000000478,A00000374,31JAN2024,TRF,141.87,ACH,5541,TRF BRANCH REF131989,31JAN2024,USD
T000000479,A00000376,31JAN2024,PMT,1065.20,WIRE,5812,PMT ONLINE REF769262,31JAN2024,USD
T000000480,A00000378,31JAN2024,PMT,1581.24,MOBILE,5912,PMT ONLINE REF857135,31JAN2024,USD
T000000481,A00000379,31JAN2024,DEP,65.75,ONLINE,5812,DEP ACH REF782026,31JAN2024,USD
T000000482,A00000380,31JAN2024,WDR,321.08,BRANCH,7011,WDR WIRE REF266855,31JAN2024,USD
T000000483,A00000380,31JAN2024,WDR,315.95,WIRE,5912,WDR ONLINE REF967721,31JAN2024,USD
T000000484,A00000380,31JAN2024,INT,4.88,POS,5912,INT BRANCH REF349439,01FEB2024,USD
T000000485,A00000381,31JAN2024,REF,1593.35,ACH,4900,REF ONLINE REF758106,31JAN2024,USD
T000000486,A00000382,31JAN2024,TRF,9.48,ATM,0000,TRF ATM REF437730,01FEB2024,USD
T000000487,A00000384,31JAN2024,FEE,3.00,ACH,4900,FEE POS REF495281,31JAN2024,USD
T000000488,A00000384,31JAN2024,DEP,31.80,ONLINE,5541,DEP MOBILE REF562945,31JAN2024,USD
T000000489,A00000385,31JAN2024,INT,100.39,POS,5411,INT ATM REF558691,31JAN2024,USD
T000000490,A00000385,31JAN2024,FEE,3.00,WIRE,6011,FEE POS REF451760,31JAN2024,USD
T000000491,A00000387,31JAN2024,PMT,326.78,ATM,4900,PMT MOBILE REF743706,01FEB2024,USD
T000000492,A00000387,31JAN2024,PMT,1851.71,ATM,7011,PMT ATM REF696729,31JAN2024,USD
T000000493,A00000388,31JAN2024,PMT,2392.59,POS,5411,PMT WIRE REF833791,31JAN2024,USD
T000000494,A00000388,31JAN2024,PMT,2898.74,ATM,5411,PMT ATM REF191125,31JAN2024,USD
T000000495,A00000388,31JAN2024,PMT,1527.22,ACH,0000,PMT POS REF909539,31JAN2024,USD
T000000496,A00000388,31JAN2024,PMT,223.25,WIRE,5411,PMT BRANCH REF192694,31JAN2024,USD
T000000497,A00000388,31JAN2024,INT,180.86,ACH,5812,INT POS REF616264,31JAN2024,USD
T000000498,A00000388,31JAN2024,PMT,180.82,ACH,4900,PMT MOBILE REF366584,31JAN2024,USD
T000000499,A00000390,31JAN2024,WDR,214.08,POS,5541,WDR WIRE REF995665,31JAN2024,USD
T000000500,A00000390,31JAN2024,WDR,51.84,ONLINE,0000,WDR BRANCH REF587614,31JAN2024,USD
T000000501,A00000391,31JAN2024,INT,130.20,BRANCH,5812,INT MOBILE REF828987,01FEB2024,USD
T000000502,A00000392,31JAN2024,CHG,9.95,ONLINE,5812,CHG ONLINE REF446774,31JAN2024,USD
T000000503,A00000392,31JAN2024,CHG,12.00,POS,5411,CHG POS REF627179,31JAN2024,USD
T000000504,A00000392,31JAN2024,CHG,12.00,ATM,5812,CHG ATM REF842781,31JAN2024,USD
T000000505,A00000393,31JAN2024,CHG,25.00,WIRE,5812,CHG ONLINE REF952749,31JAN2024,USD
