ACCOUNT_ID,CUSTOMER_ID,ACCOUNT_TYPE,ACCOUNT_STATUS,OPEN_DATE,CLOSE_DATE,CURRENT_BALANCE,AVAILABLE_BALANCE,CREDIT_LIMIT,INTEREST_RATE,BRANCH_ID,OFFICER_ID,LAST_ACTIVITY_DATE
A00000242,C0000127,MMA,A,15DEC2012,,5075.39,4864.46,0.00,0.042,B031,O0047,12MAY2022
A00000243,C0000128,SAV,A,22AUG2008,,1235.81,1146.80,0.00,0.0347,B027,O0005,22MAY2023
A00000244,C0000128,LOC,A,23FEB2008,,37736.53,62263.47,100000.00,0.1142,B030,O0009,26OCT2023
A00000245,C0000129,CHK,A,06FEB2015,,1426.03,1208.59,0.00,0.0011,B026,O0100,29JAN2024
A00000246,C0000129,AUTO,A,15MAR2021,,54895.67,54816.63,0.00,0.074,B005,O0106,27JUL2023
A00000247,C0000130,CC,A,30JAN2008,,345.99,2654.01,3000.00,0.2126,B033,O0044,16APR2023
A00000248,C0000131,CC,A,13DEC2014,,453.21,1046.79,1500.00,0.2219,B023,O0065,17JAN2024
A00000249,C0000131,SAV,A,26AUG2018,,-668.58,0.00,0.00,0.0299,B044,O0059,28JAN2024
A00000250,C0000131,PERS,A,01OCT2007,,40812.01,40616.05,0.00,0.1406,B009,O0035,20SEP2023
A00000251,C0000132,MTG,D,22DEC2015,,132337.87,132146.96,0.00,0.0711,B005,O0117,27DEC2023
A00000252,C0000132,AUTO,A,17JUL2022,,36734.63,36607.88,0.00,0.0829,B005,O0008,18JAN2024
A00000253,C0000133,IRA,A,22APR2019,,33377.32,33341.23,0.00,0.048,B034,O0005,16JAN2024
A00000254,C0000133,MTG,A,10NOV2016,,727444.58,727443.46,0.00,0.0684,B032,O0107,20JAN2024
A00000255,C0000134,CHK,A,28APR2011,,9747.99,9733.27,0.00,0.0009,B021,O0045,29JAN2024
A00000256,C0000135,CC,A,06JAN2008,,742.13,2257.87,3000.00,0.2376,B010,O0023,23JAN2024
A00000257,C0000135,AUTO,A,29DEC2008,,16819.37,16574.78,0.00,0.0724,B023,O0001,26JAN2024
A00000258,C0000135,SAV,A,04MAR2010,,5515.07,5289.20,0.00,0.0333,B035,O0026,24JAN2024
A00000259,C0000136,CC,A,14APR2008,,1005.41,1994.59,3000.00,0.2175,B009,O0070,23JAN2024
A00000260,C0000136,MTG,D,16FEB2012,,784004.07,783972.37,0.00,0.066,B005,O0078,19JAN2024
A00000261,C0000136,IRA,A,24DEC2008,,206471.77,206448.03,0.00,0.0446,B006,O0044,19OCT2023
A00000262,C0000136,SAV,A,30AUG2021,,619.89,371.79,0.00,0.0303,B016,O0048,30JAN2024
A00000263,C0000137,LOC,C,03JUN2016,26DEC2023,5508.17,19491.83,25000.00,0.1197,B009,O0004,23JAN2024
A00000264,C0000137,SAV,A,29APR2019,,-1550.66,0.00,0.00,0.0358,B021,O0037,19JAN2024
A00000265,C0000137,MTG,A,18MAR2010,,666851.08,666705.49,0.00,0.0628,B037,O0039,21JAN2024
A00000266,C0000138,CC,A,21AUG2019,,145.45,1354.55,1500.00,0.2449,B031,O0022,21JAN2024
A00000267,C0000139,MTG,A,20OCT2008,,587450.62,587234.74,0.00,0.0604,B041,O0001,20JAN2024
A00000268,C0000139,CHK,A,05MAR2012,,2048.51,2002.54,0.00,0.0011,B041,O0098,18JAN2024
A00000269,C0000140,CC,C,27JUN2017,03JAN2024,6161.31,18838.69,25000.00,0.2183,B045,O0117,24JAN2024
A00000270,C0000140,CC,A,11JUL2011,,2158.81,2841.19,5000.00,0.2017,B023,O0016,31JAN2024
A00000271,C0000140,CHK,A,16AUG2008,,1238.12,1020.31,0.00,0.001,B014,O0096,23JAN2024
A00000272,C0000141,MTG,A,05MAY2017,,434898.35,434692.73,0.00,0.0691,B013,O0106,21JAN2024
A00000273,C0000141,AUTO,W,24JUL2016,26AUG2017,39604.26,39470.96,0.00,0.0784,B047,O0087,20JAN2024
A00000274,C0000142,CC,A,19SEP2013,,1236.27,3763.73,5000.00,0.2231,B002,O0102,21JAN2024
A00000275,C0000142,CC,A,08AUG2014,,598.36,901.64,1500.00,0.2376,B039,O0064,30JAN2024
A00000276,C0000143,HELC,F,09APR2017,,65614.44,84385.56,150000.00,0.0868,B047,O0093,28JAN2024
A00000277,C0000143,AUTO,A,16JUN2023,,32888.45,32822.10,0.00,0.0823,B047,O0090,29JAN2024
A00000278,C0000144,CHK,A,18JUN2018,,20627.59,20491.16,0.00,0.0009,B004,O0112,24OCT2023
A00000279,C0000144,CC,A,11JAN2022,,3058.49,6941.51,10000.00,0.2074,B016,O0110,18JAN2024
A00000280,C0000145,CC,A,30APR2013,,5435.69,19564.31,25000.00,0.2483,B006,O0020,19JAN2024
A00000281,C0000146,MMA,A,03MAY2008,,161922.92,161912.79,0.00,0.0381,B045,O0082,06FEB2023
A00000282,C0000146,SAV,A,06MAR2014,,45287.10,45282.62,0.00,0.0311,B031,O0008,17JAN2023
A00000283,C0000146,CHK,A,25FEB2013,,5185.67,5072.30,0.00,0.0011,B037,O0028,31JAN2024
A00000284,C0000147,PERS,A,27APR2020,,43582.97,43559.33,0.00,0.1236,B028,O0107,22NOV2023
A00000285,C0000147,CD,R,28DEC2021,,60153.85,60008.01,0.00,0.05,B007,O0069,26JAN2024
A00000286,C0000147,SAV,A,07MAR2016,,5784.15,5748.37,0.00,0.0345,B037,O0102,09OCT2023
A00000287,C0000148,MTG,C,12MAY2022,07DEC2023,416926.24,416921.36,0.00,0.0704,B042,O0031,22JAN2024
A00000288,C0000148,AUTO,D,04AUG2016,,46236.39,46028.05,0.00,0.0763,B033,O0109,24JAN2024
A00000289,C0000148,SAV,A,09NOV2022,,3141.19,3037.11,0.00,0.0301,B045,O0109,25JAN2024
A00000290,C0000148,CC,A,13DEC2014,,1342.61,1657.39,3000.00,0.2256,B023,O0090,24JAN2024
A00000291,C0000149,CHK,A,07AUG2015,,819909.15,819899.96,0.00,0.0011,B009,O0025,04APR2022
A00000292,C0000150,SAV,A,14MAY2007,,9411.55,9225.05,0.00,0.0342,B005,O0058,17JAN2024
A00000293,C0000150,PERS,A,24NOV2009,,41297.28,41143.39,0.00,0.1234,B024,O0069,30JAN2024
A00000294,C0000151,CC,A,14DEC2022,,2833.64,2166.36,5000.00,0.242,B012,O0088,27JUL2023
A00000295,C0000152,CHK,A,12JUN2019,,2487.16,2476.03,0.00,0.001,B012,O0116,30JAN2024
A00000296,C0000153,SAV,A,16MAY2018,,735.04,574.24,0.00,0.0291,B048,O0036,30JAN2024
A00000297,C0000154,LOC,A,13AUG2008,,2249.32,7750.68,10000.00,0.1081,B001,O0076,13OCT2023
A00000298,C0000154,LOC,C,05AUG2021,24DEC2023,6986.58,18013.42,25000.00,0.1157,B043,O0099,17JAN2024
A00000299,C0000155,SAV,A,04DEC2017,,9646.68,9451.51,0.00,0.0341,B010,O0060,23JAN2024
A00000300,C0000155,CC,A,21OCT2014,,9832.93,167.07,10000.00,0.2043,B048,O0008,18JAN2024
A00000301,C0000156,CC,A,02AUG2012,,1133.34,1866.66,3000.00,0.2197,B018,O0029,25JAN2024
A00000302,C0000156,SAV,A,09MAR2009,,8457.21,8260.25,0.00,0.0359,B036,O0058,21JAN2024
A00000303,C0000156,CHK,A,25DEC2015,,4549.52,4462.44,0.00,0.0011,B006,O0033,21JAN2024
A00000304,C0000157,CC,A,27NOV2014,,4874.86,125.14,5000.00,0.2489,B044,O0003,04DEC2023
A00000305,C0000157,PERS,A,15SEP2022,,9162.26,9066.61,0.00,0.1281,B026,O0057,24JAN2024
A00000306,C0000158,MTG,A,12APR2009,,817778.09,817574.47,0.00,0.0601,B037,O0082,09JAN2024
A00000307,C0000158,CHK,W,20APR2008,19OCT2008,1158.33,909.78,0.00,0.0011,B009,O0093,29JAN2024
A00000308,C0000158,CHK,A,23MAR2013,,23541.87,23507.15,0.00,0.0009,B045,O0007,27JAN2024
A00000309,C0000159,LOC,A,16JUN2020,,10200.56,39799.44,50000.00,0.1062,B028,O0010,22JAN2024
A00000310,C0000159,MTG,A,25FEB2007,,651563.23,651344.96,0.00,0.0672,B008,O0034,21JAN2024
A00000311,C0000159,SAV,A,11NOV2007,,2412.48,2407.28,0.00,0.0349,B016,O0081,27JAN2024
A00000312,C0000160,HELC,A,19FEB2009,,37050.30,212949.70,250000.00,0.0934,B024,O0089,05APR2023
A00000313,C0000161,SAV,A,08FEB2009,,6775.84,6662.92,0.00,0.0358,B016,O0108,14OCT2023
A00000314,C0000161,AUTO,A,23JAN2019,,40782.09,40538.68,0.00,0.0708,B036,O0025,20DEC2023
A00000315,C0000161,MTG,A,19FEB2007,,174576.14,174327.06,0.00,0.0665,B046,O0051,25JAN2024
A00000316,C0000162,SAV,A,04SEP2013,,22596.75,22567.14,0.00,0.0297,B020,O0058,23JAN2024
A00000317,C0000163,IRA,C,08AUG2016,05SEP2018,32211.01,31983.13,0.00,0.0469,B015,O0095,19JAN2024
A00000318,C0000164,CHK,A,09MAY2018,,22342.61,22210.17,0.00,0.0011,B009,O0061,06JUL2023
A00000319,C0000164,IRA,A,10DEC2019,,107173.03,107158.88,0.00,0.0437,B041,O0079,23JAN2024
A00000320,C0000165,CHK,A,12AUG2014,,7069.05,6946.05,0.00,0.0011,B019,O0066,28JAN2024
A00000321,C0000166,CHK,A,01JAN2023,,36352.92,36235.24,0.00,0.0011,B041,O0001,23JAN2024
A00000322,C0000167,LOC,R,06JUN2007,,14366.16,35633.84,50000.00,0.1091,B014,O0116,19JAN2024
A00000323,C0000167,AUTO,R,31DEC2022,,12381.19,12143.57,0.00,0.0882,B008,O0008,23JAN2024
A00000324,C0000168,CC,A,28FEB2011,,1324.92,1675.08,3000.00,0.2352,B008,O0078,30JAN2024
A00000325,C0000168,MTG,A,16NOV2023,,695771.64,695533.51,0.00,0.0669,B015,O0001,30DEC2023
A00000326,C0000169,HELC,A,18JUL2007,,253046.66,0.00,250000.00,0.0809,B007,O0113,16FEB2023
A00000327,C0000169,CHK,A,22JAN2019,,1508.55,1338.92,0.00,0.0009,B009,O0088,19OCT2023
A00000328,C0000170,CD,A,16OCT2009,,18853.25,18726.11,0.00,0.0535,B012,O0009,18DEC2023
A00000329,C0000170,CC,A,01APR2010,,3078.90,0.00,3000.00,0.2225,B040,O0080,26NOV2023
A00000330,C0000170,CC,A,12OCT2012,,1051.31,448.69,1500.00,0.2194,B010,O0055,05OCT2023
A00000331,C0000171,MMA,A,12OCT2021,,55281.79,55068.16,0.00,0.0418,B046,O0120,17JAN2024
A00000332,C0000171,PERS,A,05MAR2015,,37613.97,37540.59,0.00,0.1297,B026,O0062,07JAN2024
A00000333,C0000172,CC,A,23JUL2010,,5913.13,1586.87,7500.00,0.2214,B023,O0095,17JAN2024
A00000334,C0000173,MMA,D,22DEC2012,,20169.41,20112.07,0.00,0.0434,B026,O0033,19JAN2024
A00000335,C0000173,MTG,D,22OCT2007,,709489.91,709423.84,0.00,0.0678,B013,O0044,17JAN2024
A00000336,C0000174,SAV,A,20MAY2014,,38631.63,38391.37,0.00,0.0298,B009,O0099,23JAN2024
A00000337,C0000174,MTG,A,30JUN2011,,286921.78,286812.96,0.00,0.0637,B016,O0007,17JAN2024
A00000338,C0000174,IRA,A,25OCT2021,,176537.84,176536.72,0.00,0.0492,B011,O0104,20JAN2024
A00000339,C0000174,CC,A,24MAR2022,,5700.36,9299.64,15000.00,0.2407,B003,O0074,23JAN2024
A00000340,C0000175,CHK,C,08MAY2014,19DEC2020,11518.78,11493.51,0.00,0.0009,B015,O0017,01JUN2023
A00000341,C0000176,MTG,A,17MAY2018,,429685.68,429538.57,0.00,0.0627,B047,O0117,21JAN2024
A00000342,C0000176,CHK,A,26APR2008,,2733.39,2665.23,0.00,0.001,B013,O0042,31JAN2024
A00000343,C0000177,CHK,A,09MAY2012,,158863.60,158730.82,0.00,0.0011,B002,O0060,25JAN2024
A00000344,C0000178,MTG,A,05NOV2021,,557733.42,557722.11,0.00,0.063,B040,O0043,14NOV2023
A00000345,C0000178,CHK,R,29DEC2011,,3223.77,3011.05,0.00,0.0009,B025,O0059,30JAN2024
A00000346,C0000179,MTG,F,08DEC2016,,407249.67,407131.75,0.00,0.0654,B021,O0041,23OCT2023
A00000347,C0000180,CHK,A,23JAN2012,,31691.08,31462.47,0.00,0.0011,B005,O0085,10NOV2023
A00000348,C0000180,CC,A,28NOV2017,,686.97,813.03,1500.00,0.2305,B004,O0115,20JAN2024
A00000349,C0000181,HELC,F,30DEC2018,,38103.41,211896.59,250000.00,0.0847,B002,O0095,26JAN2024
A00000350,C0000182,AUTO,A,22MAY2022,,46092.89,46006.74,0.00,0.0862,B020,O0003,19JAN2024
A00000351,C0000182,MTG,A,13MAR2021,,589461.08,589349.14,0.00,0.0621,B015,O0067,17JAN2024
A00000352,C0000183,CC,C,07MAY2010,12AUG2010,1926.27,23073.73,25000.00,0.2042,B016,O0015,29JUN2023
A00000353,C0000184,CD,A,16OCT2013,,-1242.33,0.00,0.00,0.0463,B032,O0030,22JAN2024
A00000354,C0000185,MMA,A,09NOV2021,,22291.13,22235.83,0.00,0.0394,B040,O0096,26DEC2023
A00000355,C0000185,CC,A,17NOV2012,,722.95,2277.05,3000.00,0.2328,B010,O0054,26JAN2024
A00000356,C0000186,CHK,A,22OCT2013,,2050.73,2042.43,0.00,0.0009,B027,O0049,18JAN2024
A00000357,C0000186,CHK,A,18NOV2021,,2812.36,2581.73,0.00,0.0009,B037,O0099,24JAN2024
A00000358,C0000187,CC,A,14JUL2017,,15770.04,9229.96,25000.00,0.2036,B041,O0075,18JAN2024
A00000359,C0000187,CC,A,16JUL2013,,2833.48,4666.52,7500.00,0.2401,B012,O0026,04OCT2023
A00000360,C0000187,CC,A,07JAN2012,,6191.29,18808.71,25000.00,0.2482,B043,O0105,24NOV2023
A00000361,C0000187,PERS,A,01OCT2019,,35261.24,35259.06,0.00,0.1285,B047,O0069,26JAN2024
A00000362,C0000188,MTG,A,12AUG2020,,126499.81,126440.49,0.00,0.0647,B008,O0067,30JAN2024
A00000363,C0000188,SAV,D,13JUN2008,,14340.22,14162.42,0.00,0.0357,B038,O0110,25NOV2023
A00000364,C0000189,AUTO,C,03MAY2020,04DEC2023,5939.65,5774.25,0.00,0.0825,B022,O0086,17JAN2024
A00000365,C0000190,SAV,A,31MAR2012,,1181.99,1040.37,0.00,0.0313,B032,O0090,27JAN2024
A00000366,C0000190,CHK,A,20NOV2010,,2758.33,2641.00,0.00,0.0009,B042,O0075,29JAN2024
A00000367,C0000191,SAV,A,21NOV2008,,6881.22,6731.89,0.00,0.0352,B042,O0095,23JAN2024
A00000368,C0000191,CC,A,27FEB2007,,9971.89,28.11,10000.00,0.2138,B043,O0108,24JAN2024
A00000369,C0000192,CC,A,01OCT2023,,988.27,4011.73,5000.00,0.2115,B014,O0031,22JAN2024
A00000370,C0000192,MMA,A,03MAR2017,,152495.62,152412.18,0.00,0.042,B019,O0120,23JAN2024
A00000371,C0000192,CHK,A,13JUN2016,,15024.86,15012.82,0.00,0.0011,B048,O0098,11FEB2023
A00000372,C0000192,SAV,A,20SEP2016,,3060.87,2893.53,0.00,0.0287,B030,O0114,17JAN2024
A00000373,C0000193,CD,A,20SEP2013,,69683.06,69433.62,0.00,0.0487,B048,O0032,23DEC2023
A00000374,C0000193,CHK,A,25JUL2021,,16513.25,16292.41,0.00,0.001,B041,O0092,21JAN2024
A00000375,C0000193,MTG,A,16APR2010,,693543.89,693484.09,0.00,0.0594,B036,O0104,19JAN2024
A00000376,C0000194,CC,A,02OCT2023,,1408.73,1591.27,3000.00,0.2238,B028,O0062,30JAN2024
A00000377,C0000195,CHK,F,15JUN2019,,3368.70,3146.59,0.00,0.001,B046,O0008,18OCT2023
A00000378,C0000195,MTG,A,13SEP2011,,460583.36,460453.14,0.00,0.0713,B002,O0043,22JAN2024
A00000379,C0000195,CHK,A,22OCT2010,,3161.45,2958.32,0.00,0.001,B006,O0011,21JAN2024
A00000380,C0000196,CHK,A,25JAN2016,,6220.21,6135.88,0.00,0.0009,B009,O0045,30JAN2024
A00000381,C0000196,CC,A,14MAR2014,,494.64,1005.36,1500.00,0.2377,B039,O0022,19JAN2024
A00000382,C0000197,SAV,A,03FEB2023,,2241.86,2136.09,0.00,0.0345,B029,O0018,16FEB2023
A00000383,C0000198,LOC,F,24FEB2023,,1371.05,8628.95,10000.00,0.1034,B004,O0060,23JAN2024
A00000384,C0000198,IRA,A,05JUN2018,,32306.46,32197.30,0.00,0.0416,B016,O0073,24DEC2023
A00000385,C0000199,CHK,A,26JUN2016,,4792.37,4614.63,0.00,0.0009,B024,O0091,24NOV2023
A00000386,C0000199,AUTO,A,04APR2014,,31629.68,31469.00,0.00,0.0801,B019,O0094,23JAN2024
A00000387,C0000200,MTG,A,08AUG2013,,374621.30,374382.00,0.00,0.0604,B030,O0111,19DEC2023
A00000388,C0000200,PERS,A,05NOV2016,,32703.81,32582.31,0.00,0.1427,B016,O0072,28NOV2023
A00000389,C0000200,SAV,A,11JUL2012,,12898.10,12886.20,0.00,0.0318,B001,O0042,29JAN2024
A00000390,C0000201,IRA,A,10DEC2023,,34141.32,34058.19,0.00,0.0443,B034,O0051,10DEC2023
A00000391,C0000202,CC,A,05JUL2008,,2039.87,2960.13,5000.00,0.2176,B046,O0013,02JAN2023
A00000392,C0000203,MTG,A,11SEP2018,,488867.00,488815.53,0.00,0.0671,B038,O0102,25JAN2024
A00000393,C0000203,CC,A,10JUN2007,,1377.69,6122.31,7500.00,0.2338,B018,O0048,28APR2023
A00000394,C0000203,CHK,S,13JUN2008,,6286.74,6270.14,0.00,0.001,B037,O0091,22JAN2024
A00000395,C0000204,MTG,A,14FEB2010,,531992.02,531831.76,0.00,0.0742,B037,O0013,12NOV2023
A00000396,C0000204,CD,D,13SEP2007,,74732.42,74688.48,0.00,0.0497,B015,O0013,23JAN2024
A00000397,C0000205,CC,A,20JUL2007,,17186.53,7813.47,25000.00,0.2212,B002,O0099,08JAN2024
A00000398,C0000205,CHK,C,06JUL2010,21NOV2015,4101.50,3901.36,0.00,0.0011,B029,O0111,29JAN2024
A00000399,C0000206,MTG,C,13DEC2016,02DEC2023,668467.17,668282.69,0.00,0.0743,B004,O0025,20JAN2024
A00000400,C0000206,MTG,A,30JAN2010,,91647.13,91520.65,0.00,0.0685,B034,O0108,25JAN2024
A00000401,C0000207,CHK,A,17JUN2014,,1893.20,1742.75,0.00,0.001,B001,O0034,25JAN2024
A00000402,C0000207,CC,A,08NOV2009,,1330.77,3669.23,5000.00,0.2407,B037,O0012,30JAN2024
A00000403,C0000207,CHK,A,26SEP2019,,4303.79,4162.31,0.00,0.0011,B029,O0059,19JAN2024
A00000404,C0000208,CC,A,21JUN2008,,8167.93,6832.07,15000.00,0.217,B040,O0120,31OCT2023
A00000405,C0000208,CC,A,12SEP2008,,2154.98,12845.02,15000.00,0.2216,B032,O0095,18JAN2024
A00000406,C0000209,AUTO,A,23JUN2015,,52369.63,52236.13,0.00,0.077,B027,O0033,18JAN2024
A00000407,C0000209,CC,A,31OCT2016,,4392.62,5607.38,10000.00,0.2246,B045,O0034,06OCT2023
A00000408,C0000209,CHK,A,20JUN2019,,15804.68,15780.51,0.00,0.001,B046,O0030,25JAN2024
A00000409,C0000210,CC,A,03FEB2015,,8725.52,6274.48,15000.00,0.2059,B008,O0029,24JAN2024
A00000410,C0000210,PERS,A,20JUL2021,,28613.38,28364.33,0.00,0.1258,B004,O0003,12NOV2023
A00000411,C0000211,IRA,A,11SEP2008,,3055.82,2815.87,0.00,0.0454,B001,O0079,17JAN2024
A00000412,C0000212,CHK,A,20JUN2007,,2550.14,2538.62,0.00,0.0009,B048,O0082,28JAN2024
A00000413,C0000212,CHK,A,19JUN2016,,5267.99,5260.30,0.00,0.001,B016,O0079,20JAN2024
A00000414,C0000213,CHK,A,29JAN2014,,198.30,0.00,0.00,0.0009,B030,O0050,09JUN2022
A00000415,C0000214,CC,A,16DEC2014,,8202.87,16797.13,25000.00,0.2004,B038,O0084,25JAN2024
A00000416,C0000214,MMA,A,13JUL2009,,138105.29,138094.57,0.00,0.0369,B017,O0115,31JAN2024
A00000417,C0000214,CHK,A,15SEP2014,,4263.44,4057.36,0.00,0.0011,B026,O0084,30NOV2023
A00000418,C0000215,IRA,A,23OCT2021,,18831.36,18715.35,0.00,0.0419,B032,O0027,28JAN2024
A00000419,C0000215,CD,A,17JUN2019,,63148.30,63035.42,0.00,0.0479,B013,O0095,28JAN2024
A00000420,C0000216,CC,A,29SEP2013,,18148.24,6851.76,25000.00,0.228,B009,O0011,27JAN2024
A00000421,C0000216,SAV,A,12JUL2008,,3854.92,3817.25,0.00,0.0316,B015,O0080,13OCT2022
A00000422,C0000217,CHK,A,19AUG2016,,1515.99,1469.32,0.00,0.0011,B045,O0039,03OCT2023
A00000423,C0000218,CC,F,01JUN2009,,2886.08,7113.92,10000.00,0.2157,B040,O0041,23JAN2024
A00000424,C0000218,CHK,A,18APR2011,,832.49,770.82,0.00,0.0011,B027,O0064,31JAN2024
A00000425,C0000219,IRA,A,02JUL2021,,10742.30,10674.95,0.00,0.0403,B025,O0117,30JAN2024
A00000426,C0000219,CC,D,24MAR2008,,7454.97,2545.03,10000.00,0.1995,B041,O0051,04JAN2024
A00000427,C0000219,CHK,A,28SEP2008,,976.87,806.97,0.00,0.001,B014,O0003,20AUG2021
A00000428,C0000219,CHK,A,25JUN2016,,9703.94,9665.52,0.00,0.0009,B010,O0017,05JAN2024
A00000429,C0000220,LOC,A,07DEC2007,,9147.76,40852.24,50000.00,0.1145,B033,O0037,02AUG2023
A00000430,C0000221,MMA,A,15JUN2013,,143580.34,143342.79,0.00,0.04,B042,O0049,17MAY2023
A00000431,C0000222,PERS,A,06MAY2018,,13839.28,13676.83,0.00,0.1393,B002,O0072,18JAN2024
A00000432,C0000222,CHK,A,12FEB2018,,97635.80,97420.43,0.00,0.0009,B019,O0088,17JAN2024
A00000433,C0000223,SAV,A,27DEC2007,,9399.09,9334.17,0.00,0.0325,B043,O0002,29JAN2024
A00000434,C0000223,CHK,A,10JUL2023,,315.25,185.49,0.00,0.0009,B018,O0053,29JAN2024
A00000435,C0000223,PERS,A,03JUL2021,,31665.70,31423.42,0.00,0.1425,B023,O0002,30OCT2023
A00000436,C0000224,CHK,A,21OCT2015,,25913.07,25733.87,0.00,0.0009,B032,O0034,12NOV2023
A00000437,C0000224,CC,A,25APR2022,,119.42,1380.58,1500.00,0.2475,B026,O0071,31JAN2024
A00000438,C0000225,MTG,A,11OCT2013,,352913.13,352697.58,0.00,0.0593,B028,O0031,14JAN2024
A00000439,C0000226,AUTO,A,19JUN2023,,35772.34,35695.77,0.00,0.0807,B015,O0012,27JAN2024
A00000440,C0000226,IRA,A,29SEP2023,,9828.80,9654.68,0.00,0.0415,B036,O0079,25JAN2024
A00000441,C0000226,AUTO,A,17JUL2009,,44413.21,44293.87,0.00,0.0873,B047,O0028,18JAN2024
A00000442,C0000226,PERS,A,07SEP2011,,14563.50,14362.41,0.00,0.1263,B028,O0011,24JAN2024
A00000443,C0000227,AUTO,A,11JUN2014,,50811.60,50805.18,0.00,0.0865,B005,O0024,29JAN2024
A00000444,C0000227,SAV,A,13OCT2021,,8143.07,8009.33,0.00,0.0309,B022,O0094,28JAN2024
A00000445,C0000227,MTG,R,06APR2012,,284649.93,284409.75,0.00,0.0693,B034,O0025,29OCT2022
A00000446,C0000227,CHK,A,13DEC2007,,5676.14,5486.06,0.00,0.001,B017,O0026,04OCT2023
A00000447,C0000228,AUTO,W,18DEC2008,14SEP2015,60878.40,60641.47,0.00,0.074,B029,O0038,26JAN2023
A00000448,C0000228,MTG,A,12AUG2018,,372150.74,372118.07,0.00,0.0661,B011,O0006,30JAN2024
A00000449,C0000229,SAV,A,23SEP2010,,46200.61,46085.37,0.00,0.0305,B020,O0076,28JAN2024
A00000450,C0000229,MTG,A,10DEC2022,,838951.50,838897.88,0.00,0.0616,B005,O0065,22DEC2023
A00000451,C0000230,SAV,A,20AUG2007,,69419.15,69199.60,0.00,0.0291,B011,O0005,30JAN2024
A00000452,C0000230,PERS,A,07APR2017,,9809.69,9751.15,0.00,0.1475,B007,O0092,28JAN2024
A00000453,C0000231,CC,A,10APR2008,,9247.51,5752.49,15000.00,0.2418,B032,O0008,18OCT2023
A00000454,C0000231,SAV,A,08NOV2008,,7777.39,7690.88,0.00,0.0296,B008,O0050,04OCT2023
A00000455,C0000232,SAV,A,09MAY2021,,1321.28,1206.82,0.00,0.0314,B047,O0060,25JAN2024
A00000456,C0000232,PERS,A,08MAR2023,,6277.06,6190.75,0.00,0.153,B016,O0103,31DEC2023
A00000457,C0000233,SAV,A,28SEP2013,,379.81,140.92,0.00,0.0314,B048,O0041,19JAN2024
A00000458,C0000234,CHK,A,24JUN2014,,70941.12,70936.25,0.00,0.001,B048,O0097,30MAY2023
A00000459,C0000234,SAV,A,02OCT2017,,4062.91,3949.52,0.00,0.0352,B042,O0076,07OCT2023
A00000460,C0000235,CC,C,05DEC2011,22JAN2014,383.82,1116.18,1500.00,0.2517,B012,O0117,31JAN2024
A00000461,C0000236,LOC,A,18JUN2022,,4422.32,5577.68,10000.00,0.1285,B038,O0103,02JAN2024
A00000462,C0000236,CHK,A,16APR2016,,42598.31,42558.50,0.00,0.0009,B015,O0075,30JAN2024
A00000463,C0000237,LOC,A,09JAN2016,,104337.23,0.00,100000.00,0.1119,B023,O0073,24JAN2024
A00000464,C0000237,LOC,A,03NOV2014,,20857.43,29142.57,50000.00,0.1106,B027,O0113,24JAN2024
A00000465,C0000238,MMA,A,01MAR2008,,9428.69,9326.70,0.00,0.0362,B009,O0030,11OCT2023
A00000466,C0000238,CHK,A,08DEC2019,,26968.69,26824.57,0.00,0.001,B038,O0095,24JAN2024
A00000467,C0000239,CC,A,30MAR2020,,7136.77,7863.23,15000.00,0.2273,B013,O0109,19JAN2024
A00000468,C0000240,CHK,A,07OCT2007,,7494.19,7346.70,0.00,0.0009,B002,O0094,18JAN2024
A00000469,C0000241,CC,A,13FEB2014,,845.83,2154.17,3000.00,0.2517,B039,O0043,23JAN2024
A00000470,C0000242,CC,D,20JUL2022,,809.23,4190.77,5000.00,0.1982,B011,O0106,23JAN2024
A00000471,C0000242,CD,A,25JUL2015,,22814.15,22695.97,0.00,0.0434,B039,O0014,31JAN2024
A00000472,C0000243,SAV,A,22AUG2021,,27368.40,27343.49,0.00,0.0334,B039,O0063,26JAN2024
A00000473,C0000243,CHK,A,22AUG2013,,22885.21,22697.67,0.00,0.001,B048,O0075,22JAN2024
A00000474,C0000244,CC,A,22FEB2008,,1215.09,1784.91,3000.00,0.2347,B046,O0074,20JAN2024
A00000475,C0000245,CC,A,26SEP2007,,378.52,1121.48,1500.00,0.2015,B032,O0031,08JAN2022
A00000476,C0000245,MTG,A,20APR2012,,90100.90,90036.92,0.00,0.0685,B020,O0077,29JAN2024
A00000477,C0000245,IRA,A,05OCT2017,,76980.41,76934.44,0.00,0.0453,B019,O0035,27SEP2023
A00000478,C0000245,CC,A,05AUG2008,,5913.77,9086.23,15000.00,0.2262,B047,O0046,27JAN2024
A00000479,C0000246,CHK,A,22JUN2008,,487.54,291.55,0.00,0.0009,B020,O0043,24FEB2022
A00000480,C0000246,MTG,A,31OCT2008,,288152.94,288111.41,0.00,0.068,B026,O0048,27NOV2021
A00000481,C0000246,HELC,C,22FEB2014,29MAY2021,4948.20,70051.80,75000.00,0.0939,B011,O0073,30JAN2024
A00000482,C0000247,HELC,F,24MAY2011,,19629.49,230370.51,250000.00,0.091,B008,O0114,27JAN2024
A00000483,C0000248,MTG,A,13NOV2022,,200525.74,200467.49,0.00,0.0677,B021,O0037,31OCT2023
